age,annual_income,total_debt,credit_limit,current_balance,num_late_payments_12m,employment_years,credit_risk
21.0,57038.96,94050.11,13000.0,4414.11,0.0,0.4,1
68.0,55618.71,126321.68,18500.0,7266.72,0.0,40.1,0
18.0,134315.21,191848.91,43400.0,18895.07,0.0,,1
45.0,86322.79,50008.95,23200.0,11129.14,1.0,24.3,0
41.0,,65584.94,15100.0,7927.05,0.0,20.9,0
52.0,91494.79,225674.92,37900.0,15089.13,,32.1,0
30.0,25690.86,5189.11,9600.0,3929.93,1.0,6.2,1
64.0,35206.58,22286.35,11000.0,155.14,0.0,31.1,0
51.0,58167.13,43029.34,16800.0,4429.9,0.0,25.7,0
28.0,27470.51,8804.0,5600.0,2002.33,0.0,1.3,0
53.0,102620.74,,24800.0,3259.27,1.0,21.0,0
68.0,212689.3,225442.88,50000.0,21270.68,1.0,1.7,0
34.0,45400.88,113084.17,13000.0,6410.78,0.0,8.0,0
52.0,36643.37,88735.86,15200.0,9928.27,1.0,,1
35.0,50123.55,122114.49,9700.0,3571.51,1.0,3.1,0
57.0,38776.77,12106.26,11700.0,417.8,1.0,14.2,0
39.0,63388.53,8453.65,21800.0,4008.77,0.0,9.1,0
,24503.16,8758.43,7500.0,2027.22,0.0,14.3,0
36.0,65585.1,160186.73,27300.0,10276.3,0.0,1.3,0
54.0,170613.14,69526.83,50000.0,2352.75,2.0,18.1,0
56.0,16296.64,23955.34,3000.0,625.2,0.0,6.9,0
38.0,26871.23,18117.67,5100.0,2829.12,0.0,11.5,0
25.0,41479.96,3039.72,7800.0,899.83,0.0,4.5,0
45.0,74991.92,25060.49,26600.0,9195.7,0.0,15.0,0
22.0,92432.07,166349.82,24200.0,2329.8,1.0,3.0,1
34.0,88076.47,,32600.0,2496.84,1.0,5.4,0
54.0,19633.23,11971.95,5300.0,725.09,1.0,27.5,0
53.0,36148.56,36324.9,12200.0,2231.7,0.0,15.1,0
36.0,31565.18,55967.0,12000.0,4102.13,0.0,8.7,0
44.0,52097.94,66125.87,16400.0,4992.53,0.0,16.9,0
51.0,54773.84,134107.38,17100.0,4757.56,0.0,0.6,0
28.0,23824.36,26720.32,4200.0,860.04,0.0,6.5,0
62.0,41617.14,22543.24,11400.0,1825.09,0.0,27.2,1
,76750.19,110691.39,24100.0,,1.0,14.3,0
,37160.49,44247.6,10700.0,2359.4,0.0,0.9,0
38.0,48043.4,95808.42,20200.0,1266.41,1.0,1.8,0
28.0,149961.5,353948.48,50000.0,3368.02,0.0,9.2,1
56.0,178799.03,394520.27,50000.0,20698.33,1.0,26.2,0
45.0,15000.0,14993.98,3900.0,404.99,2.0,3.4,1
22.0,58008.14,36931.59,21200.0,5590.35,2.0,1.4,0
34.0,300000.0,698371.67,50000.0,12504.97,0.0,9.5,0
37.0,72208.14,72177.87,15900.0,2507.91,2.0,15.9,1
58.0,54780.74,105650.2,13900.0,168.98,,1.7,0
63.0,119087.39,295874.04,20400.0,1273.47,2.0,10.6,0
29.0,61750.4,92396.18,15400.0,3252.89,1.0,9.8,1
,82907.62,110035.24,,10570.87,2.0,0.0,0
34.0,47753.96,91264.19,20900.0,7710.19,0.0,3.2,1
68.0,61212.47,36781.36,14900.0,7103.87,0.0,48.0,0
36.0,69980.96,99335.31,29400.0,13916.6,0.0,11.0,0
,91065.59,76599.16,,5492.7,,6.5,0
65.0,41813.21,17529.61,8700.0,362.37,0.0,3.1,0
61.0,41136.89,66955.98,12600.0,4208.18,0.0,1.2,0
61.0,17043.27,26323.72,,1793.93,0.0,10.5,0
69.0,42946.45,83641.12,7000.0,1913.64,1.0,45.0,0
49.0,95972.91,216411.06,20800.0,6957.35,1.0,12.9,0
23.0,71534.47,42131.13,20500.0,,2.0,3.6,0
53.0,29790.62,61639.51,7400.0,3569.95,0.0,32.1,0
55.0,17286.52,19177.7,6300.0,3300.67,1.0,15.1,0
28.0,49739.15,83214.35,15100.0,5023.71,0.0,1.9,0
50.0,94302.85,203772.03,18700.0,3321.89,0.0,16.5,0
41.0,40646.22,28659.44,17000.0,,0.0,20.9,0
40.0,22766.52,36097.9,5400.0,1893.41,2.0,17.7,0
32.0,38036.28,49364.94,14000.0,3691.08,0.0,,0
44.0,65886.93,133919.97,25300.0,3698.19,0.0,18.0,0
28.0,114172.12,234525.26,50000.0,35511.47,2.0,5.7,0
68.0,46443.09,91501.82,13900.0,2141.62,2.0,45.4,0
,102021.15,77022.82,34200.0,3582.1,1.0,6.0,0
,95456.44,173848.03,23900.0,5759.67,0.0,8.5,1
68.0,26742.27,,9500.0,5015.52,0.0,44.0,0
31.0,114740.1,147641.82,33200.0,16642.92,0.0,5.3,0
44.0,64670.97,70650.9,18200.0,9481.27,2.0,12.5,0
35.0,,26031.86,10700.0,4258.22,0.0,1.2,0
45.0,155826.55,,25700.0,9023.02,0.0,7.5,0
68.0,50244.41,,20800.0,7957.41,0.0,16.2,0
64.0,16880.83,3392.73,6800.0,903.73,1.0,43.5,0
64.0,35462.82,77309.94,10700.0,2097.06,0.0,13.0,0
21.0,30593.03,68724.71,9100.0,2942.9,0.0,1.4,1
24.0,35988.55,77242.59,9300.0,1109.41,1.0,4.0,0
62.0,41476.77,96480.03,18600.0,11668.36,0.0,7.1,0
52.0,46423.75,27587.81,8500.0,1900.34,1.0,16.5,0
65.0,45387.79,56741.57,14800.0,938.85,0.0,34.7,0
26.0,51098.42,119258.83,18100.0,3285.37,1.0,6.9,0
,77067.43,158659.72,33200.0,12273.64,1.0,4.4,0
69.0,34618.32,2188.79,13300.0,2031.25,0.0,34.1,0
62.0,110040.12,132344.83,37800.0,5956.44,0.0,5.6,0
34.0,25975.0,1706.51,4800.0,1013.61,0.0,15.1,0
34.0,78360.19,58588.36,20500.0,3606.73,1.0,2.1,0
,145213.85,167825.33,27800.0,9628.48,1.0,37.2,0
50.0,48707.39,117085.62,20200.0,8358.63,0.0,8.5,0
49.0,,101427.15,22800.0,1887.69,1.0,,0
25.0,30309.5,31502.36,11400.0,4035.55,2.0,5.0,0
36.0,39852.12,55859.01,13800.0,6974.91,0.0,13.6,0
55.0,138774.71,287719.75,41900.0,4137.28,1.0,8.1,0
20.0,84888.12,70020.47,16600.0,6427.47,1.0,0.9,0
22.0,69642.24,,17300.0,8275.22,0.0,2.5,1
30.0,16936.31,12559.76,3200.0,1456.02,0.0,9.2,0
64.0,35246.31,44500.73,13000.0,2208.38,,4.8,0
63.0,153797.96,16719.74,30500.0,7238.67,2.0,43.3,0
48.0,69320.72,152357.85,25000.0,4657.0,2.0,,0
33.0,74709.1,20191.69,26700.0,11161.45,1.0,4.1,0
67.0,60014.0,36630.57,17300.0,2968.64,0.0,40.3,0
49.0,37504.13,34664.38,7100.0,3394.2,1.0,16.1,0
39.0,,109377.54,16200.0,6007.57,0.0,9.7,1
46.0,21630.76,40364.37,5300.0,1427.19,2.0,8.8,0
39.0,20675.96,6652.51,7400.0,2494.0,0.0,12.2,1
60.0,34850.93,4376.15,6400.0,589.12,1.0,30.7,0
20.0,60797.17,125817.43,24200.0,4376.62,0.0,0.8,0
27.0,21124.66,38088.05,8000.0,477.36,0.0,5.7,1
,58467.46,124733.05,12000.0,3186.46,2.0,28.7,0
38.0,29829.84,54473.12,10900.0,,3.0,14.2,1
33.0,32341.44,62372.58,11300.0,1650.53,,0.8,0
29.0,118155.06,121139.61,44200.0,9176.35,0.0,9.5,0
19.0,55402.3,83088.09,11500.0,1344.17,3.0,0.5,1
58.0,31499.18,64092.47,,669.47,1.0,10.5,0
41.0,60603.02,30089.25,13400.0,4012.14,1.0,5.6,0
52.0,22431.67,24330.79,5800.0,619.23,1.0,16.4,0
47.0,68145.35,134782.7,26400.0,8630.36,1.0,25.7,0
47.0,105281.28,146914.09,39100.0,6722.44,0.0,11.0,0
64.0,80582.54,154507.75,34500.0,17183.53,,34.5,0
52.0,197724.23,153417.08,,8648.74,1.0,3.3,0
36.0,16932.08,2150.32,2600.0,781.26,1.0,8.6,0
67.0,58464.88,8662.02,21000.0,,0.0,48.6,0
25.0,24194.96,57329.77,5700.0,303.39,1.0,5.4,0
43.0,,118046.57,12200.0,2745.65,0.0,5.3,0
66.0,54226.58,33478.13,17000.0,4835.33,2.0,24.1,0
57.0,212757.29,89205.47,38500.0,10769.49,2.0,9.1,0
24.0,52267.69,14413.68,17900.0,12043.36,0.0,2.5,0
47.0,51685.98,33576.01,12800.0,3694.17,0.0,22.6,0
24.0,99021.82,96246.53,33600.0,13476.31,1.0,4.6,0
20.0,52486.27,37070.24,21000.0,5415.42,1.0,0.5,0
18.0,162541.44,336859.49,32700.0,12839.57,2.0,0.0,1
53.0,80968.11,162575.17,34800.0,10875.24,0.0,,1
42.0,89063.23,27596.64,27500.0,9558.19,2.0,9.1,0
54.0,17667.14,36033.72,7500.0,5234.52,0.0,18.1,1
18.0,178283.04,241841.24,37900.0,9812.5,,0.0,0
32.0,36538.6,14236.74,12100.0,2163.83,0.0,7.8,1
54.0,53861.0,102922.26,14600.0,3341.97,1.0,17.5,0
30.0,36621.02,11411.89,14000.0,3534.2,2.0,6.1,0
57.0,29303.12,14372.64,9700.0,1394.97,1.0,6.9,0
25.0,26336.18,11557.91,7900.0,1732.77,0.0,5.7,0
22.0,57638.44,143665.73,24400.0,,1.0,2.2,0
26.0,16615.01,30714.65,4400.0,1714.98,,1.0,0
18.0,46831.84,50611.92,,2458.73,0.0,0.0,0
53.0,102197.37,222062.31,34000.0,11994.56,0.0,32.6,0
52.0,79155.17,57517.83,26700.0,14782.07,1.0,32.2,0
19.0,70225.11,164681.07,19800.0,1215.75,1.0,0.4,0
57.0,31658.73,57161.79,9400.0,1996.67,0.0,5.3,0
40.0,20917.53,31013.81,9200.0,,1.0,11.4,0
26.0,101222.51,207695.86,37400.0,6605.08,0.0,,0
51.0,41382.94,68997.41,7600.0,2290.08,1.0,30.8,0
63.0,51542.03,115092.36,11000.0,783.83,0.0,8.3,0
31.0,48119.52,107539.26,21300.0,7793.19,0.0,3.3,0
21.0,81099.8,42767.62,29800.0,2657.58,0.0,1.2,1
47.0,163732.56,114454.08,50000.0,16352.16,0.0,11.1,0
48.0,130277.82,26162.99,31400.0,4961.12,0.0,23.8,0
55.0,15000.0,11647.62,5600.0,3390.16,0.0,16.9,0
28.0,45020.65,46570.83,16400.0,7910.6,0.0,1.7,0
52.0,24147.93,3024.47,5800.0,1284.17,0.0,9.1,0
25.0,95135.49,82540.8,30000.0,7630.51,0.0,3.6,1
20.0,54306.0,113499.46,18400.0,8750.54,1.0,0.3,0
31.0,77939.73,175110.45,22900.0,11373.18,,8.0,0
30.0,42767.14,10652.9,17000.0,9704.19,0.0,6.8,1
62.0,29038.48,7124.93,11600.0,6606.08,0.0,31.4,0
49.0,,14208.26,13000.0,2438.67,0.0,29.1,0
51.0,21594.47,50447.74,8400.0,3340.64,0.0,30.1,0
62.0,25382.61,32140.21,7500.0,2361.46,0.0,41.6,0
36.0,22368.84,58226.06,5900.0,3260.11,0.0,4.4,0
55.0,29102.47,70017.82,11600.0,5458.98,,4.9,0
33.0,28131.16,64301.37,8400.0,1700.53,0.0,4.5,0
19.0,68628.0,30273.85,15400.0,8231.15,1.0,,1
57.0,67031.44,81530.99,20300.0,1892.72,0.0,37.9,0
34.0,68583.18,174026.45,13200.0,,0.0,13.7,0
51.0,109644.35,54641.77,39200.0,13787.13,,3.6,0
59.0,51688.84,,13000.0,7307.69,0.0,38.8,0
33.0,33911.56,30852.42,7700.0,1664.74,2.0,6.4,0
55.0,204197.34,216135.84,50000.0,18136.84,0.0,0.3,0
19.0,,213537.13,35700.0,5798.8,0.0,0.4,1
19.0,59360.95,100243.89,22900.0,12997.75,0.0,0.0,0
43.0,56938.37,117255.78,19200.0,9247.05,1.0,13.6,1
30.0,64459.48,111294.08,25900.0,2803.23,0.0,4.1,0
64.0,47989.58,66792.23,18100.0,3324.13,0.0,21.8,0
48.0,58508.93,122107.67,19300.0,6302.23,1.0,18.4,0
51.0,73103.23,186229.3,32000.0,8820.02,2.0,28.7,0
,35034.14,86767.51,7300.0,2088.28,0.0,25.2,0
20.0,20323.45,40695.24,8800.0,584.27,0.0,0.9,0
25.0,15593.58,,4200.0,658.84,,5.7,1
40.0,92294.45,39240.29,28500.0,1593.62,1.0,19.9,0
31.0,20957.37,3227.48,3900.0,897.52,0.0,1.6,0
44.0,71625.5,42117.94,22300.0,674.54,0.0,13.8,0
46.0,27102.64,25955.53,,2900.8,3.0,8.0,0
56.0,27365.88,11062.04,12300.0,2178.42,0.0,1.8,0
56.0,35209.84,23689.88,15600.0,3905.0,0.0,25.4,0
18.0,60869.0,20851.28,26800.0,8137.96,0.0,0.0,0
34.0,25005.35,35138.97,6400.0,2402.16,1.0,2.6,1
58.0,37415.51,,16700.0,5766.53,1.0,,0
47.0,53346.76,104419.39,15300.0,5358.64,0.0,24.7,0
30.0,26208.6,22370.19,10600.0,574.48,1.0,,0
38.0,127636.36,229118.78,27400.0,14669.68,0.0,5.3,0
36.0,19273.33,43485.77,5800.0,963.05,3.0,16.3,0
36.0,47529.15,15507.47,20900.0,5286.74,1.0,5.8,0
,116253.03,301690.43,50000.0,14254.58,1.0,13.3,0
39.0,24472.86,41908.72,8700.0,2431.35,0.0,1.1,0
48.0,50727.55,14271.01,19800.0,7503.2,1.0,1.3,0
34.0,58671.84,49445.84,11900.0,3388.12,0.0,11.5,0
40.0,33387.53,79072.91,12200.0,5099.07,0.0,9.8,0
,51715.37,85214.47,17300.0,8128.37,1.0,7.9,0
27.0,75876.83,58410.68,13500.0,3926.87,2.0,1.7,1
27.0,40933.97,97891.82,7500.0,1646.38,0.0,6.0,0
53.0,85699.11,172888.55,15600.0,4221.44,0.0,0.0,1
25.0,68571.93,137282.24,25200.0,,0.0,5.6,0
69.0,38187.36,85702.66,7400.0,885.94,1.0,4.0,0
,106560.97,215700.77,,10629.53,1.0,3.6,0
49.0,34732.73,24976.99,8900.0,78.98,0.0,12.0,0
67.0,,138974.75,28500.0,6813.6,1.0,23.8,1
31.0,35108.22,76308.72,12700.0,2380.8,0.0,,0
67.0,44817.59,28179.53,15900.0,,0.0,15.7,0
45.0,49139.25,22771.56,15000.0,2744.46,0.0,26.0,0
63.0,66379.92,30966.3,19200.0,4584.22,,28.9,0
69.0,15000.0,8548.06,4000.0,1263.49,1.0,1.2,0
41.0,71311.25,28364.98,29100.0,9961.18,1.0,9.9,0
32.0,50945.54,108317.21,12700.0,1633.55,,12.3,1
39.0,64308.31,,14700.0,4711.73,2.0,6.3,1
47.0,73239.71,36578.89,27300.0,8863.34,0.0,2.7,1
21.0,68616.29,123801.87,17700.0,2773.51,2.0,2.3,1
30.0,16245.7,28031.34,6600.0,2567.2,0.0,7.3,0
40.0,28663.9,24525.93,7100.0,4733.92,0.0,12.5,0
25.0,66150.62,39390.83,23900.0,1789.42,0.0,0.4,0
35.0,61072.55,40815.93,10000.0,2556.14,0.0,2.4,0
29.0,33734.21,66933.11,9000.0,5314.99,0.0,6.8,0
48.0,84337.64,,,4778.98,0.0,6.2,0
31.0,46450.61,38816.86,18300.0,6538.41,0.0,6.6,0
51.0,92174.22,12375.6,40600.0,7195.16,1.0,18.0,0
35.0,111972.97,266000.43,32300.0,11755.59,,4.8,0
51.0,64021.95,,25400.0,8109.81,1.0,31.3,0
28.0,75609.07,98746.4,27200.0,9379.56,0.0,8.4,0
58.0,37606.19,89977.05,16600.0,,2.0,28.9,0
29.0,92533.49,75862.34,36400.0,7958.44,0.0,0.9,0
66.0,61751.57,107189.85,10700.0,3029.61,0.0,5.1,0
32.0,45395.73,47064.49,16500.0,12433.18,0.0,6.9,0
48.0,26074.39,21679.81,8100.0,1174.1,0.0,4.8,0
66.0,40486.96,86267.16,6300.0,767.89,0.0,47.0,0
46.0,27842.38,56748.28,6300.0,1966.87,0.0,4.4,0
43.0,85553.21,72431.98,36500.0,9527.39,0.0,12.2,0
35.0,,30385.22,48200.0,7458.92,1.0,,0
49.0,93878.96,110207.32,36600.0,26283.25,0.0,19.8,0
39.0,240773.55,469979.41,50000.0,12475.03,2.0,2.7,0
55.0,41099.69,13581.01,16100.0,3250.15,0.0,15.9,0
34.0,77493.04,130449.76,,241.91,0.0,4.4,0
40.0,26667.13,59606.46,6300.0,287.88,1.0,19.5,0
41.0,48129.45,22808.85,7700.0,1243.59,0.0,0.9,0
,22327.86,48513.05,4000.0,385.11,0.0,44.8,0
25.0,76184.75,16201.68,16400.0,6418.82,1.0,5.8,0
58.0,43770.05,79150.77,,6177.31,0.0,11.9,0
23.0,15791.87,32980.58,6400.0,1750.62,0.0,3.9,0
22.0,35917.82,44048.84,14700.0,4111.27,0.0,0.1,0
61.0,158874.3,88662.51,50000.0,7744.38,0.0,41.6,0
46.0,,172180.71,29700.0,11962.08,0.0,14.7,0
45.0,85944.38,9788.23,25800.0,5497.7,0.0,8.2,0
28.0,58414.95,94926.47,24300.0,13865.32,0.0,3.6,0
18.0,,49253.34,13900.0,3966.37,0.0,0.0,0
60.0,54685.15,70549.75,12800.0,7517.3,0.0,41.6,0
36.0,62771.7,87557.8,,3355.05,0.0,0.7,0
26.0,28057.42,39603.67,7500.0,2094.5,0.0,5.2,0
44.0,85633.96,46025.63,25800.0,2432.88,0.0,11.5,0
51.0,106201.82,186952.84,26400.0,,0.0,31.3,0
61.0,48148.55,7919.34,,5614.43,0.0,10.6,0
21.0,39583.82,6039.4,17800.0,3943.03,2.0,1.6,1
53.0,34712.48,42174.5,5500.0,650.79,0.0,16.9,0
35.0,155675.65,213206.65,50000.0,2303.94,1.0,11.9,0
32.0,41300.81,28818.38,6200.0,435.48,3.0,1.0,0
68.0,80176.73,114022.01,20800.0,3443.16,0.0,9.7,0
30.0,48351.66,69226.22,9700.0,6839.37,0.0,2.6,0
36.0,,43439.0,17700.0,2572.7,1.0,13.3,0
66.0,34240.01,57617.14,5700.0,1825.21,0.0,9.1,0
23.0,30267.21,74929.69,9600.0,2444.47,0.0,2.9,0
65.0,84453.17,108901.36,20100.0,5276.75,1.0,10.1,0
29.0,29859.15,60682.8,5700.0,2005.78,1.0,9.5,0
68.0,71504.21,52926.65,27300.0,8666.16,0.0,47.1,0
54.0,57202.36,110226.42,12300.0,1262.99,0.0,18.7,0
34.0,85100.07,141007.65,18500.0,2952.79,1.0,5.6,0
40.0,37572.5,61992.52,8700.0,1904.91,2.0,5.1,0
43.0,103578.65,238324.88,33800.0,7076.39,1.0,1.2,0
46.0,49775.87,32083.51,17300.0,3045.48,1.0,7.5,0
50.0,256534.09,243364.14,39800.0,7064.1,1.0,20.9,0
44.0,20568.05,5140.48,4600.0,869.14,3.0,13.9,0
42.0,232666.38,437670.78,50000.0,15311.51,0.0,22.7,0
27.0,50220.59,108840.78,12500.0,2892.0,,3.6,0
64.0,61925.12,64864.28,25700.0,2036.06,1.0,31.9,0
40.0,37700.41,36776.85,14600.0,3145.56,0.0,10.8,0
38.0,21134.69,,7100.0,829.86,1.0,10.3,1
38.0,39456.81,8811.94,9900.0,1355.54,1.0,5.4,0
60.0,43503.11,36427.82,15700.0,4470.23,0.0,19.1,0
30.0,60456.6,63128.74,24400.0,7778.79,2.0,,0
54.0,106157.91,149282.22,34900.0,11651.07,0.0,25.4,0
50.0,,73587.04,23400.0,1214.17,3.0,30.1,0
41.0,61382.81,36693.54,23000.0,4670.06,1.0,7.6,0
61.0,68228.7,103846.25,21900.0,11603.12,0.0,1.8,0
28.0,18902.36,43978.52,4600.0,225.76,0.0,5.0,0
34.0,19979.96,3742.83,7500.0,2389.79,1.0,8.7,1
,22066.29,38471.23,4700.0,941.62,0.0,0.5,0
64.0,43305.53,70589.07,16600.0,2955.68,0.0,35.0,0
42.0,17623.19,42419.17,6900.0,1690.79,1.0,23.6,0
47.0,35815.19,63175.67,14200.0,,1.0,27.4,0
26.0,23838.34,40268.45,7000.0,3030.42,0.0,1.6,0
38.0,72593.4,147599.66,15100.0,7892.63,1.0,17.5,1
37.0,70445.41,50093.87,12700.0,2929.62,0.0,13.4,0
36.0,,69998.13,16900.0,2629.12,2.0,8.2,1
36.0,,25670.76,,3170.68,1.0,9.7,0
29.0,46991.11,55358.39,16200.0,3847.62,0.0,9.3,0
54.0,65984.53,14876.6,,1764.29,1.0,17.3,1
59.0,88118.34,78059.63,37900.0,13594.71,1.0,15.3,0
34.0,155133.73,114870.87,50000.0,6284.35,0.0,7.9,0
54.0,105989.88,197111.57,29700.0,5203.39,0.0,20.8,0
65.0,59806.28,144560.25,19600.0,6907.7,1.0,8.9,0
56.0,45654.4,29780.94,17500.0,3439.81,0.0,34.2,0
45.0,34691.14,8489.07,12900.0,2017.1,2.0,18.2,0
58.0,122197.9,314135.73,50000.0,8654.13,0.0,25.3,0
52.0,59871.41,107774.99,11000.0,4316.4,0.0,3.4,0
64.0,79088.8,181741.69,25600.0,6466.9,1.0,27.8,0
65.0,38020.02,23103.36,13600.0,9427.61,2.0,5.7,0
35.0,25731.07,54916.46,10700.0,3404.91,0.0,1.3,0
31.0,42608.0,87920.55,17600.0,1285.3,0.0,6.9,0
52.0,45172.47,22442.29,20000.0,5334.47,1.0,13.7,0
61.0,60782.88,35205.47,,10678.94,2.0,25.3,0
58.0,34805.81,28585.25,13900.0,2876.7,,3.6,0
24.0,54994.14,33935.6,15300.0,4130.5,1.0,2.6,0
58.0,109822.84,286405.95,30400.0,18600.23,0.0,7.0,0
30.0,19855.24,19378.85,4500.0,,0.0,11.8,0
35.0,15212.28,32015.22,6000.0,3062.2,2.0,9.5,0
54.0,114410.52,238302.76,50000.0,8037.06,1.0,,0
30.0,22512.46,22882.65,5100.0,,1.0,3.9,0
53.0,43129.26,74258.13,7200.0,659.61,0.0,3.3,0
48.0,78048.66,25408.97,,4374.83,0.0,29.3,0
19.0,52284.97,55340.48,17600.0,3452.61,,0.3,0
33.0,51845.7,129259.9,22700.0,3882.65,1.0,6.4,0
26.0,56581.54,24118.21,12800.0,278.9,1.0,5.2,0
26.0,245543.27,242330.86,,5558.82,1.0,,0
55.0,157688.2,329617.18,46900.0,17977.4,1.0,30.0,0
28.0,35730.67,60604.46,6300.0,1164.41,0.0,5.4,0
39.0,101776.34,162184.9,23300.0,1500.77,0.0,,0
50.0,73372.51,,13800.0,4423.59,2.0,2.0,1
53.0,53545.72,5659.82,11600.0,1765.19,0.0,5.7,0
62.0,31422.48,63670.89,5700.0,3091.15,0.0,39.4,0
40.0,,159361.41,31000.0,2648.52,0.0,15.1,0
62.0,45088.06,2908.23,10500.0,,0.0,11.0,0
62.0,43142.5,62724.38,12200.0,2436.73,2.0,2.9,0
51.0,34192.35,30320.19,14300.0,522.54,0.0,22.8,0
26.0,98705.32,29207.03,34900.0,16680.66,0.0,4.6,0
41.0,34178.67,38874.38,11500.0,3179.19,0.0,9.3,1
25.0,34303.85,61370.49,,6138.71,1.0,2.5,1
24.0,,207564.47,34400.0,9053.62,0.0,1.3,0
53.0,49682.19,81040.0,20500.0,3966.72,0.0,23.4,0
35.0,50490.92,116471.26,17300.0,8326.89,0.0,16.5,1
20.0,100683.39,35830.47,42000.0,5229.89,0.0,0.4,0
45.0,119159.76,72215.96,37000.0,9501.83,2.0,16.1,0
23.0,15112.73,39399.08,3500.0,,1.0,2.1,0
61.0,50148.08,118286.74,20800.0,7033.14,1.0,19.2,0
61.0,23244.91,14707.55,7300.0,1037.98,1.0,10.9,0
38.0,42955.67,77222.4,18100.0,10536.53,0.0,16.5,0
45.0,53957.84,49627.86,8700.0,710.66,2.0,13.1,1
57.0,43786.78,51931.89,11800.0,635.84,1.0,21.2,0
18.0,29285.12,65420.28,12700.0,2392.98,2.0,0.0,0
53.0,28407.15,55375.1,6400.0,3126.35,1.0,6.4,0
38.0,83848.33,75317.49,36300.0,25334.96,0.0,,0
60.0,136064.71,123677.08,50000.0,16188.31,1.0,30.0,0
52.0,15736.12,14260.33,,2863.03,0.0,6.7,1
30.0,,91467.52,14200.0,4602.78,1.0,8.3,0
66.0,84050.95,113842.15,28900.0,10861.16,0.0,18.7,0
27.0,53126.85,134925.73,21800.0,8653.26,1.0,3.7,0
61.0,27772.12,59583.83,10600.0,2880.99,1.0,20.2,0
64.0,,26876.66,13800.0,5401.74,1.0,16.9,0
27.0,64944.62,135324.87,28900.0,7717.98,0.0,0.9,0
63.0,45057.05,61818.97,16000.0,4812.86,0.0,13.9,0
30.0,52638.97,41348.41,23300.0,7960.81,0.0,8.0,1
54.0,53557.1,49564.49,9000.0,917.0,1.0,24.0,0
55.0,39554.35,97431.5,7600.0,1301.96,1.0,10.6,0
41.0,88427.78,,25200.0,8733.6,0.0,10.6,0
19.0,40680.54,76891.25,10800.0,3706.36,2.0,0.2,1
39.0,29635.23,38433.86,11400.0,3087.53,2.0,4.4,0
,,201027.15,,9262.88,0.0,0.4,0
53.0,51705.71,105243.29,22900.0,2294.63,0.0,31.4,0
31.0,15000.0,32179.91,3700.0,367.75,1.0,2.7,0
27.0,115018.34,27031.67,32100.0,6360.24,1.0,2.0,0
52.0,114796.62,83966.13,26700.0,,1.0,9.5,0
42.0,71275.31,94951.51,23100.0,4454.84,0.0,3.1,0
20.0,79140.59,64665.87,13300.0,2046.32,0.0,1.3,0
64.0,197964.97,394318.96,38600.0,6513.99,0.0,3.5,0
55.0,30403.68,11650.29,11400.0,2929.5,0.0,5.0,1
34.0,,122797.6,,5750.08,0.0,10.3,0
29.0,176631.62,279906.46,39000.0,7060.76,3.0,3.7,1
69.0,200574.58,164892.69,50000.0,19793.17,2.0,36.1,0
41.0,43492.54,40401.1,7700.0,2948.08,2.0,12.8,0
46.0,180970.72,116301.74,50000.0,33553.26,2.0,7.2,0
60.0,87691.34,,13800.0,2246.02,0.0,27.3,0
42.0,132870.29,250008.92,33800.0,11749.61,0.0,2.8,0
53.0,85981.94,85482.98,30900.0,4684.86,2.0,18.8,0
43.0,65073.18,113158.59,11500.0,1316.64,0.0,10.9,0
55.0,203950.43,268182.26,50000.0,6051.12,0.0,9.9,0
18.0,39451.76,19957.82,16700.0,,1.0,0.0,1
37.0,169629.15,216912.65,30800.0,5270.33,0.0,16.6,0
45.0,186542.31,381914.03,50000.0,29129.95,1.0,27.0,0
33.0,122740.66,106836.22,29400.0,,1.0,9.1,0
64.0,51894.22,84938.19,9100.0,858.96,0.0,18.6,0
34.0,62734.15,34415.67,9500.0,3200.31,1.0,3.6,0
57.0,,10403.78,6900.0,1850.32,0.0,10.0,1
45.0,41293.15,41930.26,14000.0,4743.08,0.0,12.9,0
29.0,78623.59,81545.74,,5044.28,0.0,4.0,0
,23016.64,45052.27,9200.0,1262.56,0.0,23.8,0
59.0,45308.65,56010.71,16500.0,3896.84,0.0,15.1,0
64.0,174015.07,60834.63,44400.0,25494.39,0.0,17.2,0
47.0,,83527.64,18300.0,5254.08,0.0,11.1,0
58.0,100727.79,128895.41,43500.0,10728.3,0.0,33.5,0
51.0,76107.45,63788.76,13500.0,,1.0,21.5,0
54.0,45043.61,93250.11,10900.0,2913.03,0.0,22.1,0
23.0,49363.71,23480.98,,4428.46,0.0,1.7,0
24.0,59881.28,137384.99,17900.0,674.18,0.0,4.9,0
49.0,15825.64,14065.34,4900.0,848.5,0.0,1.2,0
49.0,95624.55,120487.31,23000.0,10294.01,0.0,27.0,0
42.0,50461.8,120830.72,17700.0,3603.8,0.0,12.3,0
50.0,97650.52,194520.71,33500.0,,,12.7,0
24.0,68385.79,19060.77,22100.0,6357.69,0.0,3.0,1
69.0,49141.75,73713.68,9000.0,2667.38,0.0,34.0,0
29.0,60993.9,49426.72,17900.0,,,0.1,0
33.0,61117.07,80919.81,15700.0,3226.53,0.0,13.1,0
33.0,131362.25,274506.13,39100.0,30510.92,1.0,6.7,1
60.0,56251.76,78298.47,24000.0,8521.97,2.0,14.4,0
53.0,,,18900.0,6674.45,2.0,4.8,1
